疾病名称	代码	父代码
骑摩托车人员在摩托车与脚踏车碰撞中的损伤	V21.x00	V21
	V22	
	骑摩托车人员在摩托车与两轮或三轮机动车碰撞中的损伤	
骑摩托车人员在摩托车与两轮或三轮机动车碰撞中的损伤	V22	
骑摩托车人员在摩托车与两轮或三轮机动车碰撞中的损伤：骑摩托车人员在非交通事故中的损伤	V22.0	V22
骑摩托车人员在摩托车与两轮或三轮机动车碰撞中的损伤：乘摩托车人员在非交通事故中的损伤	V22.1	V22
骑摩托车人员在摩托车与两轮或三轮机动车碰撞中的损伤：未特指的骑摩托车人员在非交通事故中的损伤	V22.2	V22
骑摩托车人员在摩托车与两轮或三轮机动车碰撞中的损伤：上或下摩托车时的人员损伤	V22.3	V22
骑摩托车人员在摩托车与两轮或三轮机动车碰撞中的损伤：骑摩托车人员在交通事故中的损伤	V22.4	V22
骑摩托车人员在摩托车与两轮或三轮机动车碰撞中的损伤：乘摩托车人员在交通事故中的损伤	V22.5	V22
骑摩托车人员在摩托车与两轮或三轮机动车碰撞中的损伤：未特指的骑摩托车人员在交通事故中的损伤	V22.9	V22
骑摩托车人员在摩托车与两轮或三轮机动车碰撞中的损伤	V22.x00	V22
	V23	
	骑摩托车人员在摩托车与小汽车、轻型货车或篷车碰撞中的损伤	
骑摩托车人员在摩托车与小汽车、轻型货车或篷车碰撞中的损伤	V23	
骑摩托车人员在摩托车与小汽车、轻型货车或篷车碰撞中的损伤：骑摩托车人员在非交通事故中的损伤	V23.0	V23
骑摩托车人员在摩托车与小汽车、轻型货车或篷车碰撞中的损伤：乘摩托车人员在非交通事故中的损伤	V23.1	V23
骑摩托车人员在摩托车与小汽车、轻型货车或篷车碰撞中的损伤：未特指的骑摩托车人员在非交通事故中的损伤	V23.2	V23
骑摩托车人员在摩托车与小汽车、轻型货车或篷车碰撞中的损伤：上或下摩托车时的人员损伤	V23.3	V23
骑摩托车人员在摩托车与小汽车、轻型货车或篷车碰撞中的损伤：骑摩托车人员在交通事故中的损伤	V23.4	V23
骑摩托车人员在摩托车与小汽车、轻型货车或篷车碰撞中的损伤：乘摩托车人员在交通事故中的损伤	V23.5	V23
骑摩托车人员在摩托车与小汽车、轻型货车或篷车碰撞中的损伤：未特指的骑摩托车人员在交通事故中的损伤	V23.9	V23
骑摩托车人员在摩托车与小汽车、轻型货车或篷车碰撞中的损伤	V23.x00	V23
	V24	
	骑摩托车人员在摩托车与重型运输车或公共汽车碰撞中的损伤	
骑摩托车人员在摩托车与重型运输车或公共汽车碰撞中的损伤	V24	
骑摩托车人员在摩托车与重型运输车或公共汽车碰撞中的损伤：骑摩托车人员在非交通事故中的损伤	V24.0	V24
骑摩托车人员在摩托车与重型运输车或公共汽车碰撞中的损伤：乘摩托车人员在非交通事故中的损伤	V24.1	V24
骑摩托车人员在摩托车与重型运输车或公共汽车碰撞中的损伤：未特指的骑摩托车人员在非交通事故中的损伤	V24.2	V24
骑摩托车人员在摩托车与重型运输车或公共汽车碰撞中的损伤：上或下摩托车时的人员损伤	V24.3	V24
骑摩托车人员在摩托车与重型运输车或公共汽车碰撞中的损伤：骑摩托车人员在交通事故中的损伤	V24.4	V24
骑摩托车人员在摩托车与重型运输车或公共汽车碰撞中的损伤：乘摩托车人员在交通事故中的损伤	V24.5	V24
骑摩托车人员在摩托车与重型运输车或公共汽车碰撞中的损伤：未特指的骑摩托车人员在交通事故中的损伤	V24.9	V24
骑摩托车人员在摩托车与重型运输车或公共汽车碰撞中的损伤	V24.x00	V24
	V25	
	骑摩托车人员在摩托车与火车或铁路车辆碰撞中的损伤	
骑摩托车人员在摩托车与火车或铁路车辆碰撞中的损伤	V25	
骑摩托车人员在摩托车与火车或铁路车辆碰撞中的损伤：骑摩托车人员在非交通事故中的损伤	V25.0	V25
骑摩托车人员在摩托车与火车或铁路车辆碰撞中的损伤：乘摩托车人员在非交通事故中的损伤	V25.1	V25
骑摩托车人员在摩托车与火车或铁路车辆碰撞中的损伤：未特指的骑摩托车人员在非交通事故中的损伤	V25.2	V25
骑摩托车人员在摩托车与火车或铁路车辆碰撞中的损伤：上或下摩托车时的人员损伤	V25.3	V25
骑摩托车人员在摩托车与火车或铁路车辆碰撞中的损伤：骑摩托车人员在交通事故中的损伤	V25.4	V25
骑摩托车人员在摩托车与火车或铁路车辆碰撞中的损伤：乘摩托车人员在交通事故中的损伤	V25.5	V25
骑摩托车人员在摩托车与火车或铁路车辆碰撞中的损伤：未特指的骑摩托车人员在交通事故中的损伤	V25.9	V25
骑摩托车人员在摩托车与火车或铁路车辆碰撞中的损伤	V25.x00	V25
	V26	
	骑摩托车人员在摩托车与其他非机动车辆碰撞中的损伤	
骑摩托车人员在摩托车与其他非机动车辆碰撞中的损伤	V26	
骑摩托车人员在摩托车与其他非机动车辆碰撞中的损伤：骑摩托车人员在非交通事故中的损伤	V26.0	V26
骑摩托车人员在摩托车与其他非机动车辆碰撞中的损伤：乘摩托车人员在非交通事故中的损伤	V26.1	V26
骑摩托车人员在摩托车与其他非机动车辆碰撞中的损伤：未特指的骑摩托车人员在非交通事故中的损伤	V26.2	V26
骑摩托车人员在摩托车与其他非机动车辆碰撞中的损伤：上或下摩托车时的人员损伤	V26.3	V26
骑摩托车人员在摩托车与其他非机动车辆碰撞中的损伤：骑摩托车人员在交通事故中的损伤	V26.4	V26
骑摩托车人员在摩托车与其他非机动车辆碰撞中的损伤：乘摩托车人员在交通事故中的损伤	V26.5	V26
骑摩托车人员在摩托车与其他非机动车辆碰撞中的损伤：未特指的骑摩托车人员在交通事故中的损伤	V26.9	V26
骑摩托车人员在摩托车与其他非机动车辆碰撞中的损伤	V26.x00	V26
	V27	
	骑摩托车人员在摩托车与固定或静止物体碰撞中的损伤	
骑摩托车人员在摩托车与固定或静止物体碰撞中的损伤	V27	
骑摩托车人员在摩托车与固定或静止物体碰撞中的损伤：骑摩托车人员在非交通事故中的损伤	V27.0	V27
骑摩托车人员在摩托车与固定或静止物体碰撞中的损伤：乘摩托车人员在非交通事故中的损伤	V27.1	V27
骑摩托车人员在摩托车与固定或静止物体碰撞中的损伤：未特指的骑摩托车人员在非交通事故中的损伤	V27.2	V27
骑摩托车人员在摩托车与固定或静止物体碰撞中的损伤：上或下摩托车时的人员损伤	V27.3	V27
骑摩托车人员在摩托车与固定或静止物体碰撞中的损伤：骑摩托车人员在交通事故中的损伤	V27.4	V27
骑摩托车人员在摩托车与固定或静止物体碰撞中的损伤：乘摩托车人员在交通事故中的损伤	V27.5	V27
骑摩托车人员在摩托车与固定或静止物体碰撞中的损伤：未特指的骑摩托车人员在交通事故中的损伤	V27.9	V27
骑摩托车人员在摩托车与固定或静止物体碰撞中的损伤	V27.x00	V27
	V28	
	骑摩托车人员在非碰撞性运输事故中的损伤	
骑摩托车人员在非碰撞性运输事故中的损伤	V28	
骑摩托车人员在非碰撞性运输事故中的损伤：骑摩托车人员在非交通事故中的损伤	V28.0	V28
骑摩托车人员在非碰撞性运输事故中的损伤：乘摩托车人员在非交通事故中的损伤	V28.1	V28
骑摩托车人员在非碰撞性运输事故中的损伤：未特指的骑摩托车人员在非交通事故中的损伤	V28.2	V28
骑摩托车人员在非碰撞性运输事故中的损伤：上或下摩托车时的人员损伤	V28.3	V28
骑摩托车人员在非碰撞性运输事故中的损伤：骑摩托车人员在交通事故中的损伤	V28.4	V28
骑摩托车人员在非碰撞性运输事故中的损伤：乘摩托车人员在交通事故中的损伤	V28.5	V28
骑摩托车人员在非碰撞性运输事故中的损伤：未特指的骑摩托车人员在交通事故中的损伤	V28.9	V28
骑摩托车人员在非碰撞性运输事故中的损伤	V28.x00	V28
	V29	
	骑摩托车人员在其他和未特指的运输事故中的损伤	
骑摩托车人员在其他和未特指的运输事故中的损伤	V29	
非交通事故中摩托车与其他和未特指的机动车辆碰撞造成骑摩托车人员的损伤	V29.0	V29
非交通事故中摩托车与其他机动车辆碰撞造成骑摩托车人员的损伤	V29.000	V29
非交通事故中摩托车与其他和未特指的机动车辆碰撞造成乘摩托车人员的损伤	V29.1	V29
非交通事故中摩托车与其他的机动车辆碰撞造成乘摩托车人员的损伤	V29.100	V29
非交通事故中摩托车与其他和未特指的机动车辆碰撞造成未特指骑摩托车人员的损伤	V29.2	V29
非交通事故中摩托车与其他的机动车辆碰撞造成骑摩托车人员的损伤	V29.200	V29
[任何]骑摩托车人员在未特指非交通事故中的损伤	V29.3	V29
骑摩托车人员在非交通事故中的损伤	V29.300	V29
交通事故中摩托车与其他和未特指机动车辆碰撞造成骑摩托车人员的损伤	V29.4	V29
交通事故中摩托车与其他和未特指机动车辆碰撞造成骑摩托车人员的损伤	V29.400	V29
交通事故中摩托车与其他和未特指机动车辆碰撞造成乘摩托车人员的损伤	V29.5	V29
交通事故中摩托车与其他和未特指机动车辆碰撞造成乘摩托车人员的损伤	V29.500	V29
交通事故中摩托车与其他和未特指机动车辆碰撞造成未特指的骑摩托车人员的损伤	V29.6	V29
交通事故中摩托车与其他机动车辆碰撞造成的和未特指骑摩托车人员的损伤	V29.600	V29
[任何]骑摩托车人员在其他特指的运输事故中的损伤	V29.8	V29
骑摩托车人员在其他特指的运输事故中的损伤	V29.800	V29
[任何]骑摩托车人员在未特指的交通事故中的损伤	V29.9	V29
骑摩托车人员在交通事故中的损伤	V29.900	V29
摩托车的事故	V29.900x091	V29
	V30	
	三轮机动车乘员在三轮机动车与行人或牲畜碰撞中的损伤	
三轮机动车乘员在三轮机动车与行人或牲畜碰撞中的损伤	V30	
三轮机动车乘员在三轮机动车与行人或牲畜碰撞中的损伤：三轮机动车司机在非交通事故中的损伤	V30.0	V30
三轮机动车乘员在三轮机动车与行人或牲畜碰撞中的损伤：三轮机动车乘客在非交通事故中的损伤	V30.1	V30
三轮机动车乘员在三轮机动车与行人或牲畜碰撞中的损伤：三轮机动车的车辆外人员在非交通事故中的损伤	V30.2	V30
三轮机动车乘员在三轮机动车与行人或牲畜碰撞中的损伤：未特指的三轮机动车乘员在非交通事故中的损伤	V30.3	V30
三轮机动车乘员在三轮机动车与行人或牲畜碰撞中的损伤：上或下三轮机动车时的人员损伤	V30.4	V30
三轮机动车乘员在三轮机动车与行人或牲畜碰撞中的损伤：三轮机动车司机在交通事故中的损伤	V30.5	V30
三轮机动车乘员在三轮机动车与行人或牲畜碰撞中的损伤：三轮机动车乘客在交通事故中的损伤	V30.6	V30
三轮机动车乘员在三轮机动车与行人或牲畜碰撞中的损伤：三轮机动车的车辆外人员在交通事故中的损伤	V30.7	V30
三轮机动车乘员在三轮机动车与行人或牲畜碰撞中的损伤：未特指的三轮机动车乘员在交通事故中的损伤	V30.9	V30
三轮机动车乘员在三轮机动车与行人或牲畜碰撞中的损伤	V30.x00	V30
	V31	
	三轮机动车乘员在三轮机动车与脚踏车碰撞中的损伤	
三轮机动车乘员在三轮机动车与脚踏车碰撞中的损伤	V31	
三轮机动车乘员在三轮机动车与脚踏车碰撞中的损伤：三轮机动车司机在非交通事故中的损伤	V31.0	V31
三轮机动车乘员在三轮机动车与脚踏车碰撞中的损伤：三轮机动车乘客在非交通事故中的损伤	V31.1	V31
三轮机动车乘员在三轮机动车与脚踏车碰撞中的损伤：三轮机动车的车辆外人员在非交通事故中的损伤	V31.2	V31
三轮机动车乘员在三轮机动车与脚踏车碰撞中的损伤：未特指的三轮机动车乘员在非交通事故中的损伤	V31.3	V31
三轮机动车乘员在三轮机动车与脚踏车碰撞中的损伤：上或下三轮机动车时的人员损伤	V31.4	V31
三轮机动车乘员在三轮机动车与脚踏车碰撞中的损伤：三轮机动车司机在交通事故中的损伤	V31.5	V31
三轮机动车乘员在三轮机动车与脚踏车碰撞中的损伤：三轮机动车乘客在交通事故中的损伤	V31.6	V31
三轮机动车乘员在三轮机动车与脚踏车碰撞中的损伤：三轮机动车的车辆外人员在交通事故中的损伤	V31.7	V31
三轮机动车乘员在三轮机动车与脚踏车碰撞中的损伤：未特指的三轮机动车乘员在交通事故中的损伤	V31.9	V31
三轮机动车乘员在三轮机动车与脚踏车碰撞中的损伤	V31.x00	V31
	V32	
	三轮机动车乘员在三轮机动车与两轮或三轮机动车碰撞中的损伤	
三轮机动车乘员在三轮机动车与两轮或三轮机动车碰撞中的损伤	V32	
三轮机动车乘员在三轮机动车与两轮或三轮机动车碰撞中的损伤：三轮机动车司机在非交通事故中的损伤	V32.0	V32
三轮机动车乘员在三轮机动车与两轮或三轮机动车碰撞中的损伤：三轮机动车乘客在非交通事故中的损伤	V32.1	V32
三轮机动车乘员在三轮机动车与两轮或三轮机动车碰撞中的损伤：三轮机动车的车辆外人员在非交通事故中的损伤	V32.2	V32
三轮机动车乘员在三轮机动车与两轮或三轮机动车碰撞中的损伤：未特指的三轮机动车乘员在非交通事故中的损伤	V32.3	V32
三轮机动车乘员在三轮机动车与两轮或三轮机动车碰撞中的损伤：上或下三轮机动车时的人员损伤	V32.4	V32
三轮机动车乘员在三轮机动车与两轮或三轮机动车碰撞中的损伤：三轮机动车司机在交通事故中的损伤	V32.5	V32
三轮机动车乘员在三轮机动车与两轮或三轮机动车碰撞中的损伤：三轮机动车乘客在交通事故中的损伤	V32.6	V32
三轮机动车乘员在三轮机动车与两轮或三轮机动车碰撞中的损伤：三轮机动车的车辆外人员在交通事故中的损伤	V32.7	V32
三轮机动车乘员在三轮机动车与两轮或三轮机动车碰撞中的损伤：未特指的三轮机动车乘员在交通事故中的损伤	V32.9	V32
三轮机动车乘员在三轮机动车与两轮或三轮机动车碰撞中的损伤	V32.x00	V32
	V33	
	三轮机动车乘员在三轮机动车与小汽车、轻型货车或篷车碰撞中的损伤	
三轮机动车乘员在三轮机动车与小汽车、轻型货车或篷车碰撞中的损伤	V33	
三轮机动车乘员在三轮机动车与小汽车、轻型货车或篷车碰撞中的损伤：三轮机动车司机在非交通事故中的损伤	V33.0	V33
三轮机动车乘员在三轮机动车与小汽车、轻型货车或篷车碰撞中的损伤：三轮机动车乘客在非交通事故中的损伤	V33.1	V33
三轮机动车乘员在三轮机动车与小汽车、轻型货车或篷车碰撞中的损伤：三轮机动车的车辆外人员在非交通事故中的损伤	V33.2	V33
三轮机动车乘员在三轮机动车与小汽车、轻型货车或篷车碰撞中的损伤：未特指的三轮机动车乘员在非交通事故中的损伤	V33.3	V33
三轮机动车乘员在三轮机动车与小汽车、轻型货车或篷车碰撞中的损伤：上或下三轮机动车时的人员损伤	V33.4	V33
